"id","category","city","country","cover","currency","date_online","description","external_id","is_online","lat","lng","location","price","price_unit","quantity","quantity_selector","supplier_email","title","url","_Conditionnement","_Région","_Brasserie","_Couleur de la bière","_Alcool %","_Amertume","_Gamme","_Contenant","_Volume","_Bière #1 du Pack","_Bière #2 du Pack","_L'avis d'Adopte Un Brasseur","_Bière #3 du Pack","_Bière #4 du Pack","_Bière #5 du Pack","_Bière #6 du Pack","_Caractéristiques","_Note Guide Hachette 2021","_Durée de l'abonnement","_Date de livraison"
"94484","Coffrets bières","Mamers","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/pack-decouverte-mage-malte_gfxi0_278788570.png","EUR","2020-12-06 13:11:55","Découvre 12 bières artisanales Bio de notre brasserie Mage Malte:
- 1 X Illumination 33cl 
- 1 X Orbe Feu 33cl 
- 1 X Iceberg 33cl 
- 1 X Archimage 33cl 
- 1 X Alchimie 33cl 
- 1 X Vulcain 33cl 
- 1 X Aristée 33cl 
- 1 X Illusion 33cl 
- 1X Black Nébula 33cl 
- 1 X Gratitude 33cl 
- 2 X Magic 33cl","","1","48.351282","0.378874","19 Rue de Navarre, 72600 Mamers, France","29","12","0","","mage.malte@gmail.com","Coffret de bières Bio - 12x33cl","https://www.adopteunbrasseur.fr/listing/6eufink2t4-coffret-bieres-bio-mage-malte-12x33cl","Carton de 12","Pays de la Loire","Mage Malte","Rousse","","Faible","Permanente","Bouteille en verre","33cl","/listing/5egonh87t7y-brasserie-mage-malte-illumination-bio-12x33cl","/listing/skf9hqpggj7-brasserie-mage-malte-orbe-feu-bio-12x33cl","","/listing/talyw1yf1or-brasserie-mage-malte-iceberg-bio-12x33cl","/listing/ttbfkxdo0m8-brasserie-mage-malte-archimage-bio-12x33cl","/listing/suyb5xdxlwz-brasserie-mage-malte-alchimie-bio-12x33cl","/listing/mamzzqldogw-brasserie-mage-malte-aristee-12x33cl","Bio","","",""
"93914","Coffrets bières","Bozel","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/6_bnzqh_1254461160.png","EUR","2020-12-02 17:44:31","Notre pack découverte 'Mix & Match' te permet de découvrir notre gamme permanente et éphémère de bières où l'originalité, la force des goûts et des saveurs, est au centre de nos recettes:
- 1x Antitrust (Triple)
- 1x Antiviral (Bière d'Hiver)
- 1x Antigel (Blanche)
- 1x Antismoke (Blonde fumée)
- 1x Antisèche (Brune)
- 1x Morning Glory (Gingembre)","","1","45.442572","6.643086","Rue Emile Machet, 73350 Bozel, France","24","6","20","","contact@antidote-brasserie.com","Coffret de bières Bio - Mix&Match 6x33cl","https://www.adopteunbrasseur.fr/listing/4q6409m5xh9-coffret-de-bieres-bio-mix-match-6x33cl","Carton de 6","Auvergne Rhône-Alpes","L'Antidote","","","","Permanente","Bouteille en verre","","/5k88z3rvfsp-brasserie-antidote-antiseche-6x33cl","/pm73u9d678b-brasserie-antidote-antismoke-6x33cl","","/597wxn19v5j-brasserie-antidote-antigel-blanche-6x33cl","/pgnpwa73bkq-brasserie-antidote-morning-glory-6x33cl","/dzd3ask2d86-brasserie-antidote-antitrust-6x33cl","/cnr52miz7be-brasserie-antidote-antiviral-biere-d-hiver-6x33cl","Bio","","",""
"93477","Abonnement","","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/7_pcdia_918962540.png","EUR","2020-12-01 20:30:51","Tu as envie de faire découvrir la bière artisanale à un proche ? ou de lui faire découvrir de nouveaux horizons houblonnés ? 

Chaque mois, un(e) brasseur(se) de talent prépare avec amour un carton de 6x33cl de ses meilleures bières pour faire découvrir toute la palette des saveurs qu'il/elle a patiemment élaboré au travers de ses recettes.

Cet abonnement de 12 mois permet de découvrir une sélection de 12 brasseries artisanales françaises parmi les brasseurs et brasseuses de la communauté Adopte Un Brasseur.  

Ces 12 brasseries sont de régions différentes, avec des styles et saveurs variées permettront de démarrer un parcours d'initiation ou d'étancher une soif de découverte de nouvelles brasseries.

Et bien sur, les envois se font en circuit-court, c'est à dire que le coffret est élaboré à la brasserie et expédié directement chez ton proche ou en relais colis de son choix.

Une fois la commande passée, nous t'enverrons un bon cadeau ainsi que les informations pour que l'heureux(se) élu(e) puisse choisir son relais colis ou modifier son adresse d'expédition.

Démarrage des livraisons: Janvier 2021","","1","","","","238.8","12 mois","1","","olivier@adopteunbrasseur.fr","Abonnement 12 mois - à offrir","https://www.adopteunbrasseur.fr/listing/qr590cvkcce-abonnement-12-mois-a-offrir","Carton de 6","","","","","","","","33cl","","","","","","","","","","12 mois","Entre le 15 et 20 de chaque mois"
"93476","Abonnement","","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/6_ks2nl_57280771.png","EUR","2020-12-01 20:30:02","Tu as envie de faire découvrir la bière artisanale à un proche ? ou de lui faire découvrir de nouveaux horizons houblonnés ? 
Chaque mois, un(e) brasseur(se) de talent prépare avec amour un carton de 6x33cl de ses meilleures bières pour faire découvrir toute la palette des saveurs qu'il/elle a patiemment élaboré au travers de ses recettes.
Cet abonnement de 6 mois permet de découvrir une sélection de 6 brasseries artisanales françaises parmi les brasseurs et brasseuses de la communauté Adopte Un Brasseur.  
Ces 6 brasseries sont de régions différentes, avec des styles et saveurs variées permettront de démarrer un parcours d'initiation ou d'étancher une soif de découverte de nouvelles brasseries.
Et bien sur, les envois se font en circuit-court, c'est à dire que le coffret est élaboré à la brasserie et expédié directement chez ton proche ou en relais colis de son choix.
Une fois la commande passée, nous t'enverrons un bon cadeau ainsi que les informations pour que l'heureux(se) élu(e) puisse choisir son relais colis ou modifier son adresse d'expédition.
/!\ /!\ Démarrage des livraisons: Janvier 2021 /!\/!\","","1","","","","129","6 mois","1","","olivier@adopteunbrasseur.fr","Abonnement 6 mois - à offrir","https://www.adopteunbrasseur.fr/listing/udnb8eqxhfa-abonnement-6-mois-a-offrir","Carton de 6","","","","","","","","33cl","","","","","","","","","","6 mois","Entre le 15 et 20 de chaque mois"
"93473","Abonnement","","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/5_jafz1_49170540.png","EUR","2020-12-01 20:25:33","Tu as envie de faire découvrir la bière artisanale à un proche ? ou de lui faire découvrir de nouveaux horizons houblonnés ? 

Chaque mois, un(e) brasseur(se) de talent prépare avec amour un carton de 6x33cl de ses meilleures bières pour faire découvrir toute la palette des saveurs qu'il/elle a patiemment élaboré au travers de ses recettes.

Cet abonnement de 3 mois permet de découvrir une sélection de 3 brasseries artisanales françaises parmi les brasseurs et brasseuses de la communauté Adopte Un Brasseur.  

Ces 3 brasseries sont de 3 régions différentes, avec des styles et saveurs variées permettront de démarrer un parcours d'initiation ou d'étancher une soif de découverte de nouvelles brasseries.

Et bien sur, les envois se font en circuit-court, c'est à dire que le coffret est élaboré à la brasserie et expédié directement chez ton proche ou en relais colis de son choix.

Une fois la commande passée, nous t'enverrons un bon cadeau ainsi que les informations pour que l'heureux(se) élu(e) puisse choisir son relais colis ou modifier son adresse d'expédition.

Démarrage des livraisons: Janvier 2021","","1","","","","68.7","3 mois","1","","olivier@adopteunbrasseur.fr","Abonnement 3 mois - à offrir","https://www.adopteunbrasseur.fr/listing/8jwy7j5ge80-abonnement-3-mois-a-offrir","Carton de 6","","","","","","","","33cl","","","","","","","","","","3 mois","Entre le 15 et 20 de chaque mois"
"93457","Abonnement","","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/4_mntyi_27648164.png","EUR","2020-12-01 20:22:48","Chaque mois, un(e) brasseur(se) de talent te prépare avec amour un carton de 6x33cl de ses meilleures bières afin que tu puisses découvrir toute la palette des saveurs qu'il/elle a patiemment élaboré au travers de ses recettes.
Pour cet abonnement de 12 mois, tu découvriras une sélection de 12 brasseries artisanales françaises parmi les brasseurs et brasseuses de la communauté Adopte Un Brasseur.  
Ces 12 brasseries sont de régions différentes, avec des styles et saveurs variées qui te permettront de démarrer ton parcours d'initiation ou d'approfondir ta soif de découverte de nouvelles brasseries
Et bien sur, les envois se font en circuit-court, c'est à dire que ton coffret est élaboré à la brasserie et expédié directement chez toi ou en relais colis.
Pars à la découverte de nos artisans brasseurs en provenance de nos régions françaises.
/!\ /!\ Démarrage des livraisons: Janvier 2021 /!\/!\","","1","","","","238.8","12 mois","1","","olivier@adopteunbrasseur.fr","Abonnement 12 mois - Un brasseur chez toi","https://www.adopteunbrasseur.fr/listing/mvls7iawqfx-abonnement-coffret-biere-12-mois","Carton de 6","","","","","","","","33cl","","","","","","","","","","12 mois","Entre le 15 et 20 de chaque mois"
"93440","Abonnement","","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/3_a103x_1876985076.png","EUR","2020-12-01 20:21:19","Chaque mois, un(e) brasseur(se) de talent te prépare avec amour un carton de 6x33cl de ses meilleures bières afin que tu puisses découvrir toute la palette des saveurs qu'il/elle a patiemment élaboré au travers de ses recettes.
Pour cet abonnement de 3 mois, tu découvriras une sélection de 6 brasseries artisanales françaises parmi les brasseurs et brasseuses de la communauté Adopte Un Brasseur.  
Ces 6 brasseries sont de régions différentes, avec des styles et saveurs variées qui te permettront de démarrer ton parcours d'initiation ou d'approfondir ta soif de découverte de nouvelles brasseries
Et bien sur, les envois se font en circuit-court, c'est à dire que ton coffret est élaboré à la brasserie et expédié directement chez toi ou en relais colis.
Pars à la découverte de nos artisans brasseurs en provenance de nos régions françaises.
/!\ /!\ Démarrage des livraisons: Janvier 2021 /!\/!\","","1","","","","129","6 mois","1","","olivier@adopteunbrasseur.fr","Abonnement 6 mois - Un brasseur chez toi","https://www.adopteunbrasseur.fr/listing/f6p5uzlcwki-abonnement-coffret-biere-6-mois","Carton de 6","","","","","","","","33cl","","","","","","","","","","6 mois","Entre le 15 et 20 de chaque mois"
"93430","Abonnement","","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/108/fiche-abonnement-3-mois-prix-new_522zs_1935688069.png","EUR","2020-12-01 20:19:54","Chaque mois, un(e) brasseur(se) de talent te prépare avec amour un carton de 6x33cl de ses meilleures bières afin que tu puisses découvrir toute la palette des saveurs qu'il/elle a patiemment élaboré au travers de ses recettes.
Pour cet abonnement de 3 mois, tu découvriras une sélection de 3 brasseries artisanales françaises parmi les brasseurs et brasseuses de la communauté Adopte Un Brasseur.  
Ces 3 brasseries sont de 3 régions différentes, avec des styles et saveurs variées qui te permettront de démarrer ton parcours d'initiation ou d'approfondir ta soif de découverte de nouvelles brasseries
Et bien sur, les envois se font en circuit-court, c'est à dire que ton coffret est élaboré à la brasserie et expédié directement chez toi ou en relais colis.
Pars à la découverte de nos artisans brasseurs en provenance de nos régions françaises.
/!\ /!\ Démarrage des livraisons: Janvier 2021 /!\/!\","","1","","","","68.7","3 mois","1","","olivier@adopteunbrasseur.fr","Abonnement 3 mois - Un brasseur chez toi","https://www.adopteunbrasseur.fr/listing/zkr358cwvzk-abonnement-coffret-biere-3-mois","Carton de 6","","","","","","","","33cl","","","","","","","","","","3 mois","Entre le 15 et 20 de chaque mois"
"92830","Sweet Stout","Bozel","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/5_6410k_1361634969.png","EUR","2020-11-29 12:43:21","Une robe délicate et des saveurs étonnantes pour cette brune qui n'a rien à envier aux blondes.
6 types de mal ont été utilisés dans l'élaboration de cette bière unique et surprenante. Chacun choisi pour sa palette de saveurs si particulière, on voyage entre caramel et pain grillé. En fin de bouche, on pourra distinguer une petite note de cacao, grâce à l'ajout de malt chocolat, qui donne à cette brune tout son caractère","","1","45.442572","6.643086","Rue Emile Machet, 73350 Bozel, France","24","6","0","","contact@antidote-brasserie.com","L'antimatière - 6x33cl","https://www.adopteunbrasseur.fr/listing/uu08vwrrzhn-brasserie-antidote-antimatiere-6x33cl","Carton de 6","Auvergne Rhône-Alpes","L'Antidote","Brune","5.4","Faible","Ephémère","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"92825","Coffrets bières","Bozel","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/6_bnzqh_1254461160.png","EUR","2020-11-29 13:04:27","Notre pack découverte 'Antiglisse' te permet de découvrir notre gamme permanente et éphémère de bières où l'originalité, la force des goûts et des saveurs, est au centre de nos recettes:

- 1x Antitrust (Triple)
- 1x Antiviral (Bière d'Hiver)
- 1x Antirouille (IPA)
- 1x Antismoke (Blonde fumée)
- 1x Antimatière (Brune)
- 1x Morning Glory (Gingembre)","","0","45.442572","6.643086","Rue Emile Machet, 73350 Bozel, France","24","6","20","","contact@antidote-brasserie.com","Coffret de bières - Antiglisse 6x33cl","https://www.adopteunbrasseur.fr/listing/czceq3g5fus-coffret-de-bieres-antiglisse-6x33cl","Carton de 6","Auvergne Rhône-Alpes","L'Antidote","","","","Permanente","Bouteille en verre","","/vuufs75gcuo-brasserie-antidote-antirouille-6x33cl","/pm73u9d678b-brasserie-antidote-antismoke-6x33cl","","/uu08vwrrzhn-brasserie-antidote-antimatiere-6x33cl","/pgnpwa73bkq-brasserie-antidote-morning-glory-6x33cl","/dzd3ask2d86-brasserie-antidote-antitrust-6x33cl","/cnr52miz7be-brasserie-antidote-antiviral-biere-d-hiver-6x33cl","Bio","","",""
"92824","Coffrets bières","Bozel","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/6_z8kd4_1807168995.png","EUR","2020-11-29 12:50:34","Notre pack découverte 'Antibrouillard' qui te permet de découvrir notre gamme permanente avec nos classiques mais aussi quelques bières sortant des sentiers battues:
- 1x Antigel (Blanche)
- 1x Antisèche (Blonde)
- 1x Antirouille (IPA)
- 1x Antismoke (Blonde fumée)
- 1x Antimatière (Brune)
- 1x Morning Glory (Gingembre)","","0","45.442572","6.643086","Rue Emile Machet, 73350 Bozel, France","24","6","0","","contact@antidote-brasserie.com","Pack découverte - Antibrouillard 6x33cl","https://www.adopteunbrasseur.fr/listing/ovnmijsbjjp-pack-decouverte-antibrouillard-6x33cl","Carton de 6","Auvergne Rhône-Alpes","L'Antidote","","","","Permanente","Bouteille en verre","","/597wxn19v5j-brasserie-antidote-antigel-blanche-6x33cl","/5k88z3rvfsp-brasserie-antidote-antiseche-6x33cl","Ce pack te permet de partir à l'aventure sur les pentes enneigées  de Tarentaise et surtout de découvrir la palette de saveurs maîtrisées par Maxime. Une valeur sûre!","/vuufs75gcuo-brasserie-antidote-antirouille-6x33cl","/pm73u9d678b-brasserie-antidote-antismoke-6x33cl","/uu08vwrrzhn-brasserie-antidote-antimatiere-6x33cl","/pgnpwa73bkq-brasserie-antidote-morning-glory-6x33cl","","","",""
"92577","Fruitées / Epicées","Bozel","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/9_ff8fu_1258697700.png","EUR","2020-11-29 12:36:20","Arborant une belle robe cuivrée, cette bière d'hiver se distingue par un doux parfum de malt quelque peu sucré et des effluves d'épices qui suscitent la curiosité de nos papilles. Un subtile mélange de cardamome, muscade, coriandre et poivre Kilindi ainsi que l'utilisation de différents types de malts lui apportent tout son arôme et son caractère. Une bière parfaite pour affronter les longs mois d'hiver.","","1","45.442572","6.643086","Rue Emile Machet, 73350 Bozel, France","24","6","10","","contact@antidote-brasserie.com","L'antiviral - Bière d'hiver - 6x33cl","https://www.adopteunbrasseur.fr/listing/cnr52miz7be-brasserie-antidote-antiviral-biere-d-hiver-6x33cl","Carton de 6","Auvergne Rhône-Alpes","L'Antidote","Cuivrée","6.6","Faible","Ephémère","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"92575","Fruitées / Epicées","Bozel","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/4_nbo7s_2094087340.png","EUR","2020-11-29 12:36:11","Cette bière de style Lager (basse fermentation) est concoctée avec des racines de gingembre. Brassée comme une bière de ce style, légère en alcool, elle saura malgré tout éveiller vos papilles avec son goût légèrement épicé et fruité.","","1","45.442572","6.643086","Rue Emile Machet, 73350 Bozel, France","23","6","10","","contact@antidote-brasserie.com","La Morning Glory 6x33cl","https://www.adopteunbrasseur.fr/listing/pgnpwa73bkq-brasserie-antidote-morning-glory-6x33cl","Carton de 6","Auvergne Rhône-Alpes","L'Antidote","Blonde","3","Faible","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"92565","Golden / Blonde","Bozel","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/fiche-produit-marketplace-set-2_9pr2j_1543649786.png","EUR","2020-11-29 12:36:02","Comme son nom l'indique, elle sera idéale pour se désaltérer même si vous avez la langue bien pendue. Grâce à elle, votre bouche ne sera jamais sèche. Cette bière d'inspiration belge vous surprendra par l'équilibre malt/houblon lui donnant toute sa saveur et une certaine légèreté. Elle se distingue par une belle mousse et des notes douches de fleurs et d'herbes dues à son houblon tchèque. Une bière aux arômes relativement complexes.","","1","45.442572","6.643086","Rue Emile Machet, 73350 Bozel, France","24","6","10","","contact@antidote-brasserie.com","L'antisèche 6x33cl","https://www.adopteunbrasseur.fr/listing/5k88z3rvfsp-brasserie-antidote-antiseche-6x33cl","Carton de 6","Auvergne Rhône-Alpes","L'Antidote","Blonde","6","Faible","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"92561","Triple","Bozel","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/3_qa4j6_265348471.png","EUR","2020-11-29 12:35:53","Si on aime les aventures puissantes et rock'n roll alors la trust est faite pour toi! Une grande quantité de malt est utilisée pour créer cette bière de haute fermentation possédant un goût unique, frais et intense donnant des notes complexes en fin de bouche.
Riche, très légèrement caramélisée, avec beaucoup de corps et un taux relativement élevé, elle n'en sera pas moins légère et inoubliable. ","","1","45.442572","6.643086","Rue Emile Machet, 73350 Bozel, France","24","6","10","","contact@antidote-brasserie.com","L'antitrust  6x33cl","https://www.adopteunbrasseur.fr/listing/dzd3ask2d86-brasserie-antidote-antitrust-6x33cl","Carton de 6","Auvergne Rhône-Alpes","L'Antidote","Rousse","6","Modérée","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"92557","Fumées","Bozel","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/7_5v3ca_1416151366.png","EUR","2020-11-29 12:35:42","Amateurs de goûts prononcés, cette bière vous étonnera par son savant mélange de légèreté et de finesse. Retrouvez l'ambiance du vieux chalet au sein de ses bulles et de son arôme de hêtre fumé. Le malt utilisé développe une saveur intense de fumée et apporte une note de douceur en bouche.","","1","45.442572","6.643086","Rue Emile Machet, 73350 Bozel, France","24","6","10","","contact@antidote-brasserie.com","L'antismoke 6x33cl","https://www.adopteunbrasseur.fr/listing/pm73u9d678b-brasserie-antidote-antismoke-6x33cl","Carton de 6","Auvergne Rhône-Alpes","L'Antidote","Rousse","6","Modérée","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"92553","India Pale Ale","Bozel","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/6_pef2p_751370238.png","EUR","2020-12-02 12:37:08","Créée sur une base simple de malt, cette bière se distingue par un choix élaboré de houblons européens. Ils lui donnent l'amertume et le goût bien connus des amateurs du style, qui seront ravis de déguster cette bière à 45 IBU (mesure de l'amertume - ici modérée à forte)","","1","45.442572","6.643086","Rue Emile Machet, 73350 Bozel, France","24","6","0","","contact@antidote-brasserie.com","L'antirouille 6x33cl","https://www.adopteunbrasseur.fr/listing/vuufs75gcuo-brasserie-antidote-antirouille-6x33cl","Carton de 6","Auvergne Rhône-Alpes","L'Antidote","Blonde","6.5","Modérée","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"92552","Witbier","Bozel","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/10_78n76_360762899.png","EUR","2020-11-29 12:32:23","La reine de l'hiver vous aidera à briser la glace. Brassée avec une quantité généreuse de malt de froment et des épices soigneusement sélectionnées, cette bière peu amère aux notes d'agrumes ravira tous les palais. Son léger trouble dû au froment lui donne une couleur jaune clair typique des bières blanches. Une bière fraîche et désaltérante à consommer entre amis, à la fresh!","","1","45.442572","6.643086","Rue Emile Machet, 73350 Bozel, France","23.4","6","10","","contact@antidote-brasserie.com","L'Antigel  6x33cl","https://www.adopteunbrasseur.fr/listing/597wxn19v5j-l-antigel-6x33cl","Carton de 6","Auvergne Rhône-Alpes","L'Antidote","Blanche","4.5","Faible","Permanente","Bouteille en verre","33cl","","","","","","","","Bio","","",""
"91737","Coffrets bières","Orgeval","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/fiche-produit-marketplace-pack-decouverte-900x900_o4nui_2071550848.png","EUR","2020-12-12 15:31:13","Nous vous proposons ce pack Mix qui vous permet de parcourir toute notre gamme en 1 seul carton:
- 2 x SMASH
- 2 x BLANCHE 
- 1 x CITRA
- 1 x IPA
De la blanche estivale à l'IPA ambrée, notre pack découverte est un véritable parcours initiatique pour les amateurs de bières !","","1","48.916059","1.947612","Route des Alluets, 78630 Orgeval, France","22","6","20","","jean.simon@trbl.fr","Coffret de bières - Mix 6x33cl","https://www.adopteunbrasseur.fr/listing/43njufeqxv9-coffret-de-bieres-mix-6x33cl","Carton de 6","Ile-de-France","TRBL","","","","Permanente","Bouteille en verre","","/zk62rb3b3ew-brasserie-la-trbl-smash-blonde-6x33cl","/rswhi2fx6w7-brasserie-la-trbl-ipa-ambree-6x33cl","Dans ce pack, c'est le parcours initiatique de la TRBL au travers de leurs TRès BeLle bouteilles! C'est visuellement beau mais pas que....la SMASH et la Blanche vous feront passer d'agréables moments de rafraîchissement alors que la CITRA et l'IPA vous emmèneront aux pays des houblons, là où les fleurs et les fruits viennent titiller vos narines et vos papilles. Une valeur sûre!","/6lad5fljrr08-brasserie-la-trbl-citra-blonde-6x33cl","/eio3wi8w3gq-brasserie-la-trbl-blanche-blanche-6x33cl","","","","","",""
"91046","Coffrets bières","Sierck-les-Bains","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/3_5jjwq_1395308370.png","EUR","2020-11-24 21:32:18","Notre super pack découverte pour parcourir notre gamme permanente + notre bière éphémère Brune, idéale en période de fin d'année.
- 1 x 3 Frontières
- 1 x Sea, Zest & Sun
- 2 x Jeu, Set & SMASH
- 2 x Brune Polaire","","1","49.444707","6.365319","13 Rue de l'Europe, 57480 Sierck-les-Bains, France","20.4","6","30","","vincent@brasseriepapyllon.com","Coffret de bières - Découverte 6x33cl","https://www.adopteunbrasseur.fr/listing/xrdofv3gbih-coffret-biere-papyllon-6x33cl","Carton de 6","Grand Est","Papyllon","Brune","6","Faible","Permanente","Bouteille en verre","33cl","/listing/p0xvkb651lo-brasserie-papyllon-3-frontieres-6x33cl","/listing/14fqzp4kv9c-brasserie-papyllon-sea-zeste-sun-6x33cl","","/listing/fnafmfw3w30-brasserie-papyllon-jeu-set-smash-6x33cl","/listing/zkghxt0czpx-brasserie-papyllon-brune-polaire-6x33cl","","","","","",""
"91041","Brown Ale","Sierck-les-Bains","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/9_6p45j_1059330300.png","EUR","2020-11-24 21:33:27","La Brune Polaire est une bière brune de style Brown Ale à la robe brune. En bouche, cette bière est généreuse et gourmande.

- Malts Bios
- Houblons alsaciens
- Levure Fermentation Haute

Accord mets: Desserts","","1","49.444707","6.365319","13 Rue de l'Europe, 57480 Sierck-les-Bains, France","20.4","6","30","","vincent@brasseriepapyllon.com","Brune Polaire 6x33cl","https://www.adopteunbrasseur.fr/listing/zkghxt0czpx-brasserie-papyllon-brune-polaire-6x33cl","Carton de 6","Grand Est","Papyllon","Brune","6","Faible","Ephémère","Bouteille en verre","33cl","","","","","","","","","","",""
"91039","Saison","Sierck-les-Bains","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/7_b0d02_160519625.png","EUR","2020-11-24 21:34:33","La Jeu, Set & SMASH est une bière cuivrée de style Saison à la robe cuivrée avec un nez de fruits frais et épices douces. En bouche, cette bière est sèche et souple.
- Céréales: Malts Bio (Munich)
- Houblons alsaciens: Barbe Rouge
- Levure Saison
Accord mets: Fromages, plats mijotés","","1","49.444707","6.365319","13 Rue de l'Europe, 57480 Sierck-les-Bains, France","19.8","6","30","","vincent@brasseriepapyllon.com","Jeu, Set & SMASH 6x33cl","https://www.adopteunbrasseur.fr/listing/fnafmfw3w30-brasserie-papyllon-jeu-set-smash-6x33cl","Carton de 6","Grand Est","Papyllon","Cuivrée","5","Faible","Permanente","Bouteille en verre","33cl","","","","","","","","","","",""
"91037","India Pale Ale","Sierck-les-Bains","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/5_p0kr8_979597106.png","EUR","2020-11-24 21:34:58","La Sea, Zeste & Sun est une bière blonde de style India Pale Ale à la robe blond orangée avec un nez puissant, floral et zesté. En bouche, cette bière est gourmande, éclatante avec une belle amertume.
- Céréales: Malts Bio (Pale Ale, Pilsner, Munich, Blé)
- Houblons alsaciens: Nugget, Columbus, Cascade et Triskel
- Levure de fermentation haute
Accord mets: Cuisine épicée, asiatique, sucré / salé","","1","49.444707","6.365319","13 Rue de l'Europe, 57480 Sierck-les-Bains, France","20.4","6","30","","vincent@brasseriepapyllon.com","Sea, Zeste & Sun 6x33cl","https://www.adopteunbrasseur.fr/listing/14fqzp4kv9c-brasserie-papyllon-sea-zeste-sun-6x33cl","Carton de 6","Grand Est","Papyllon","Blanche","6","Modérée","Permanente","Bouteille en verre","33cl","","","","","","","","","","",""
"91035","Witbier","Sierck-les-Bains","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/3_tp4av_1714403654.png","EUR","2020-11-24 21:36:06","La Vallée Blanche est une bière blanche de style Wheat Beer (bière de blé) à la robe blanche opaque avec un nez frais, citronné, épicé et de blé coupé. En bouche, cette bière est aérienne, légère et désaltérante.
- Céréales: Malts Bio (Pale Ale, Pilsner, Blé)
- Houblons alsaciens: Nugget, Columbus, Aramis, Strisselspalt, Savinjski Golding
- Levure de fermentation haute
Accord mets: Ceviche, Sushi, plats de poissons","","0","49.444707","6.365319","13 Rue de l'Europe, 57480 Sierck-les-Bains, France","19.8","6","30","","vincent@brasseriepapyllon.com","Vallée Blanche 6x33cl","https://www.adopteunbrasseur.fr/listing/gt9ziontqsv-brasserie-papyllon-vallee-blanche-6x33cl","Carton de 6","Grand Est","Papyllon","Blanche","4.5","Faible","Permanente","Bouteille en verre","33cl","","","","","","","","","","",""
"91034","American Pale Ale","Sierck-les-Bains","FR","https://cdn.kreezalid.com/kreezalid/550911/catalog/8080/99/1_0xizk_1676569805.png","EUR","2020-11-24 21:36:48","La 3 frontières est une bière de style Pale Ale à la robe blonde légèrement trouble avec un nez délicat, fruité et herbacé. En bouche, cette bière est rafraîchissante, charnue avec une amertume légère.
- Céréales: Malts Bio (Pale Ale, Pilsner, Blé)
- Houblons alsaciens: Nugget, Columbus, Aramis
- Levure de fermentation haute","","1","49.444707","6.365319","13 Rue de l'Europe, 57480 Sierck-les-Bains, France","19.2","6","30","","vincent@brasseriepapyllon.com","3 Frontières 6x33cl","https://www.adopteunbrasseur.fr/listing/p0xvkb651lo-brasserie-papyllon-3-frontieres-6x33cl","Carton de 6","Grand Est","Papyllon","Blonde","5","Faible","Permanente","Bouteille en verre","33cl","","","","","","","","","","",""
